Bandung,-6.9175,107.6191
Bali,-8.3405,115.0920
Semarang,-7.0051,110.4381
Surabaya,-7.2575,112.7521
BANDA ACEH,5.5483,95.3238
LANGSA,4.4725,97.9756
LHOKSEUMAWE,5.1812,97.1413
SABANG,5.8926,95.3238
SUBULUSSALAM,2.7121,97.9157
KOTA MEDAN,3.5952,98.6722
